Date,vixChange,netChange,prevChangeNF,prevChangeBNF,NFOIChange,BNFOIChange,basisChange,opengap1,closegap1,highgap1,lowgap1
2016-12-29,-1.67,5.0,0.0,-0.1,-20.51,-19.16,-2.0,0.2,1.1,1.2,0.2
2016-12-30,1.19,38.0,1.1,1.2,26.66,64.65,21.0,0.2,0.9,1.1,0.2
2017-01-02,2.36,30.0,0.9,0.7,5.97,5.28,-15.0,0.3,0.1,0.4,-0.4
2017-01-03,0.81,13.0,0.1,-0.9,-0.44,11.49,13.0,0.1,0.1,0.4,-0.4
2017-01-04,-0.42,4.0,0.1,0.1,1.17,-9.17,-10.0,0.1,0.1,0.3,-0.1
2017-01-05,-5.29,2.0,0.1,-0.7,1.74,12.7,12.0,0.6,1.0,1.2,0.4
2017-01-06,-0.91,34.0,1.0,1.1,7.1,-10.29,0.0,0.2,-0.2,0.5,-0.4
2017-01-09,3.81,-10.0,-0.2,0.9,-0.25,-8.14,12.0,-0.0,-0.2,0.1,-0.3
2017-01-10,-1.84,-1.0,-0.2,0.1,-0.1,-0.38,-12.0,0.3,0.5,0.6,0.1
2017-01-11,-2.55,23.0,0.5,0.6,0.01,3.85,-11.0,0.5,1.1,1.3,0.4
2017-01-12,-1.32,34.0,1.1,2.2,3.45,10.46,2.0,0.2,0.4,0.4,-0.0
2017-01-13,-1.57,2.0,0.4,0.3,6.67,2.88,5.0,0.4,-0.0,0.5,-0.4
2017-01-16,4.75,-5.0,-0.0,0.2,-3.53,9.24,8.0,-0.2,0.2,0.3,-0.4
2017-01-17,2.17,20.0,0.2,1.0,1.12,7.21,1.0,0.0,-0.3,0.2,-0.5
2017-01-18,-1.36,-17.0,-0.3,-0.2,-2.25,-0.47,-9.0,0.2,0.2,0.7,-0.0
2017-01-19,-1.07,12.0,0.2,0.5,4.45,2.35,2.0,-0.1,0.2,0.3,-0.2
2017-01-20,5.13,2.0,0.2,-0.3,-1.76,-1.77,-6.0,-0.5,-1.0,-0.1,-1.1
2017-01-23,0.73,-32.0,-1.0,-1.5,-10.94,-11.45,7.0,-0.2,0.5,0.7,-0.3
2017-01-24,-3.9,18.0,0.5,0.1,-13.94,-23.86,-3.0,0.2,0.9,1.0,0.2
2017-01-25,-0.75,29.0,0.9,0.9,-30.35,-7.77,-7.0,-0.1,1.6,1.7,-0.1
2017-01-27,5.5,29.0,1.6,2.4,43.39,59.91,8.0,0.4,0.7,1.0,0.3
2017-01-30,4.15,10.0,0.7,1.5,6.72,11.67,21.0,-0.3,-0.2,0.1,-0.4
2017-01-31,0.93,-10.0,-0.2,-0.7,2.84,-3.51,-9.0,-0.2,-0.8,-0.2,-0.9
2017-02-01,-16.97,-25.0,-0.8,-0.3,-2.47,-5.56,1.0,0.2,1.8,1.9,-0.3
2017-02-02,-3.22,23.0,1.8,2.6,7.27,24.77,-2.0,-0.1,0.1,0.4,-0.5
2017-02-03,-2.9,-2.0,0.1,0.1,3.83,2.41,-14.0,0.0,0.1,0.2,-0.2
2017-02-06,2.06,-1.0,0.1,0.7,-0.8,10.4,4.0,0.6,0.7,0.9,0.3
2017-02-07,0.82,22.0,0.7,0.8,1.71,2.76,3.0,-0.2,-0.4,-0.1,-0.7
2017-02-08,-1.17,-17.0,-0.4,-0.2,-1.31,-0.26,2.0,0.0,0.1,0.3,-0.6
2017-02-09,-0.86,10.0,0.1,-0.1,0.93,2.53,11.0,0.2,0.0,0.5,-0.7
2017-02-10,-0.43,-2.0,0.0,-0.8,-0.03,-7.36,-10.0,0.4,0.1,0.5,-0.1
2017-02-13,3.91,7.0,0.1,0.4,-0.35,1.82,-3.0,0.3,0.1,0.4,-0.5
2017-02-14,0.8,9.0,0.1,0.1,2.92,3.25,-6.0,0.1,-0.0,0.2,-0.3
2017-02-15,2.97,-14.0,-0.0,0.1,4.63,-0.29,14.0,0.1,-0.8,0.1,-1.0
2017-02-16,-3.39,-19.0,-0.8,-0.5,7.45,-2.42,-5.0,0.2,0.5,0.6,-0.1
2017-02-17,-2.17,21.0,0.5,0.4,-1.88,-4.02,-10.0,0.9,0.4,1.0,0.1
2017-02-20,1.32,1.0,0.4,1.2,-1.49,-2.57,-5.0,0.0,0.5,0.6,-0.2
2017-02-21,-0.62,25.0,0.5,0.7,-10.55,2.84,-12.0,0.1,0.4,0.6,-0.2
2017-02-22,1.29,15.0,0.4,0.9,-24.99,1.22,9.0,0.1,0.1,0.5,-0.1
2017-02-23,-2.19,-22.0,0.1,0.1,-17.4,-11.01,-11.0,1.1,0.4,1.1,0.2
2017-02-27,2.05,2.0,0.4,0.1,42.13,50.08,27.0,-0.2,-0.5,0.0,-0.5
2017-02-28,0.86,-24.0,-0.5,-0.9,-2.13,-0.04,2.0,0.1,-0.1,0.3,-0.4
2017-03-01,-1.58,-1.0,-0.1,-0.0,-0.24,-2.47,13.0,0.2,0.7,1.0,0.1
2017-03-02,-1.57,18.0,0.7,0.8,5.37,0.55,0.0,0.3,-0.7,0.5,-0.9
2017-03-03,-0.07,-30.0,-0.7,-1.0,-1.5,-5.59,-14.0,-0.4,0.1,0.2,-0.5
2017-03-06,2.15,2.0,0.1,-0.2,-2.65,-4.39,8.0,0.1,0.6,0.7,0.1
2017-03-07,1.72,19.0,0.6,0.7,0.39,-0.1,-10.0,0.1,-0.1,0.1,-0.2
2017-03-08,1.44,-3.0,-0.1,-0.1,1.05,-2.16,12.0,-0.0,-0.2,0.1,-0.7
2017-03-09,2.24,-11.0,-0.2,0.2,1.45,1.07,1.0,-0.3,0.0,0.3,-0.4
2017-03-10,-3.01,-2.0,0.0,0.2,2.65,-5.39,0.0,0.2,0.0,0.5,-0.4
2017-03-14,-11.16,-6.0,0.0,0.0,2.62,-4.17,-4.0,2.1,1.6,2.2,1.3
2017-03-15,0.18,38.0,1.6,1.7,7.89,12.21,-9.0,0.1,0.1,0.3,-0.0
2017-03-16,-4.13,7.0,0.1,0.4,0.36,-2.17,9.0,0.5,0.7,0.8,0.5
2017-03-17,-0.48,38.0,0.7,0.4,3.02,-2.49,-2.0,0.4,-0.0,0.4,-0.1
2017-03-20,1.39,-11.0,-0.0,-0.4,-4.44,-2.74,-12.0,-0.1,-0.2,-0.1,-0.3
2017-03-21,-0.62,5.0,-0.2,-0.2,2.74,-0.91,16.0,0.1,-0.1,0.2,-0.4
2017-03-22,2.74,-6.0,-0.1,-0.4,1.14,-1.92,-5.0,-0.7,-1.0,-0.1,-1.1
2017-03-23,-3.55,-28.0,-1.0,-1.1,1.25,-5.22,-2.0,0.2,0.6,0.8,0.1
2017-03-24,1.2,34.0,0.6,0.5,0.13,-0.88,1.0,0.1,0.1,0.4,-0.1
2017-03-27,3.82,-5.0,0.1,0.9,-1.67,0.59,-12.0,-0.1,-0.6,-0.1,-0.9
2017-03-28,-2.55,-22.0,-0.6,-0.2,-17.07,-8.63,14.0,0.3,0.5,0.6,0.2
2017-03-29,-0.25,24.0,0.5,0.6,-8.16,-12.05,-15.0,0.3,0.4,0.5,0.1
2017-03-30,0.52,12.0,0.4,0.8,-16.91,-1.76,-11.0,0.4,0.5,0.6,0.3
2017-03-31,2.22,20.0,0.5,0.7,21.28,51.28,18.0,-0.0,0.1,0.2,-0.1
2017-04-03,-7.47,3.0,0.1,-0.3,-0.83,1.27,9.0,0.3,0.7,0.8,0.1
2017-04-05,0.5,4.0,0.7,0.4,-2.53,0.49,1.0,0.2,0.3,0.3,-0.2
2017-04-06,-2.25,4.0,0.3,0.5,-1.46,4.06,-4.0,-0.3,-0.2,-0.0,-0.6
2017-04-07,3.57,-6.0,-0.2,-0.2,-3.14,4.55,-12.0,-0.4,-0.7,-0.0,-0.8
2017-04-10,-0.62,-26.0,-0.7,-0.9,-1.49,-0.42,3.0,0.2,-0.0,0.4,-0.2
2017-04-11,-1.94,17.0,-0.0,0.5,-1.63,3.7,16.0,-0.2,0.6,0.7,-0.2
2017-04-12,2.04,16.0,0.6,0.9,1.61,2.66,0.0,-0.1,-0.4,-0.0,-1.0
2017-04-13,-0.43,-16.0,-0.4,-0.2,-0.44,-1.86,-9.0,-0.2,-0.4,-0.0,-0.5
2017-04-17,2.72,-11.0,-0.4,0.1,-2.51,3.47,13.0,-0.1,-0.2,0.0,-0.4
2017-04-18,4.06,-14.0,-0.2,-0.1,-0.55,-1.03,-2.0,0.0,-0.5,0.9,-0.6
2017-04-19,-1.29,-31.0,-0.5,-0.0,-1.45,1.34,-12.0,-0.0,0.1,0.3,-0.3
2017-04-20,-5.36,9.0,0.1,-0.3,-0.36,-1.04,15.0,-0.1,0.3,0.4,-0.2
2017-04-21,-1.19,18.0,0.3,-0.3,-1.96,-4.73,-6.0,0.5,-0.4,0.5,-0.8
2017-04-24,1.77,-26.0,-0.4,-0.1,-4.53,-1.04,-21.0,0.1,1.1,1.2,0.0
2017-04-25,-4.04,34.0,1.1,1.3,-10.91,3.82,-1.0,0.4,0.8,0.8,0.2
2017-04-26,5.24,29.0,0.8,0.8,0.95,-15.02,-21.0,0.2,0.5,0.7,0.0
2017-04-27,-5.71,1.0,0.5,1.0,-5.95,-28.94,4.0,0.2,0.2,0.4,0.0
2017-04-28,-1.9,3.0,0.2,0.4,27.99,46.89,26.0,-0.0,-0.2,0.0,-0.5
2017-05-02,5.41,5.0,-0.2,0.3,-2.46,4.67,16.0,0.0,0.1,0.4,-0.6
2017-05-03,0.7,-6.0,0.1,0.1,-0.01,-3.9,-5.0,0.0,0.0,0.3,-0.3
2017-05-04,-1.69,-5.0,0.0,-0.2,1.17,-5.22,3.0,0.2,0.4,0.5,-0.1
2017-05-05,5.78,0.0,0.4,1.7,0.85,13.33,-12.0,-0.2,-0.6,-0.2,-0.9
2017-05-08,-2.69,-27.0,-0.6,-0.3,-4.42,-3.71,16.0,0.2,0.3,0.5,0.1
2017-05-09,-4.74,8.0,0.3,0.6,1.21,4.41,-2.0,0.1,0.1,0.3,-0.1
2017-05-10,-1.48,12.0,0.1,-0.1,1.74,-1.49,4.0,0.1,0.7,0.8,0.1
2017-05-11,-1.0,19.0,0.7,0.4,6.68,5.04,-23.0,0.1,0.2,0.5,0.1
2017-05-12,-1.94,7.0,0.2,-0.1,2.28,-1.29,6.0,-0.1,-0.3,0.0,-0.5
2017-05-15,0.45,-10.0,-0.3,-0.8,-2.47,-3.74,-4.0,0.4,0.4,0.5,0.2
2017-05-16,-1.08,16.0,0.4,0.7,2.41,-0.56,-7.0,0.1,0.7,0.8,0.0
2017-05-17,0.71,15.0,0.7,0.5,2.98,1.28,2.0,-0.0,0.1,0.2,-0.3
2017-05-18,10.81,0.0,0.1,-0.0,2.31,-0.11,-2.0,-0.6,-1.0,-0.3,-1.1
2017-05-19,-4.09,-39.0,-1.0,-1.0,-9.88,-2.7,4.0,0.2,0.1,0.8,-0.4
2017-05-22,-0.88,-11.0,0.1,0.4,-4.67,-5.59,7.0,0.4,-0.0,0.5,-0.2
2017-05-23,8.93,-14.0,-0.0,-0.5,-6.76,-7.09,-13.0,0.2,-0.6,0.2,-0.8
2017-05-24,-3.05,-16.0,-0.6,-0.5,-14.08,-11.41,-1.0,0.1,-0.3,0.5,-0.5
2017-05-25,-11.69,-22.0,-0.3,-0.2,-23.82,-12.96,0.0,0.4,1.4,1.5,0.2
2017-05-26,3.97,39.0,1.4,2.2,37.11,96.57,-20.0,-0.1,0.8,1.0,-0.2
2017-05-29,8.52,26.0,0.8,1.0,-0.74,0.09,-5.0,-0.2,0.3,0.7,-0.3
2017-05-30,-0.19,3.0,0.3,-0.5,8.1,-1.5,21.0,-0.2,0.1,0.3,-0.2
2017-05-31,-0.02,18.0,0.1,0.5,1.48,1.96,-6.0,-0.0,0.1,0.2,-0.1
2017-06-01,-3.87,4.0,0.1,0.3,5.16,0.78,10.0,-0.0,0.0,0.2,-0.3
2017-06-02,-4.4,1.0,0.0,-0.1,1.48,-2.8,10.0,0.3,0.2,0.4,0.1
2017-06-05,1.9,3.0,0.2,0.2,-0.21,1.06,-16.0,0.0,0.3,0.5,0.0
2017-06-06,1.07,10.0,0.3,0.4,-0.13,0.77,12.0,0.1,-0.2,0.2,-0.3
2017-06-07,-2.18,-20.0,-0.2,0.0,-2.43,-7.5,19.0,0.1,0.1,0.3,-0.2
2017-06-08,1.63,20.0,0.1,0.5,2.07,-0.08,-13.0,0.1,-0.1,0.3,-0.2
2017-06-09,-1.85,-6.0,-0.1,-0.1,0.68,-3.98,6.0,-0.0,0.1,0.2,-0.5
2017-06-12,5.16,0.0,0.1,0.4,-0.85,-0.47,-8.0,-0.6,-0.6,-0.4,-0.8
2017-06-13,-0.72,-24.0,-0.6,-0.8,-0.87,-2.15,-11.0,0.2,-0.1,0.4,-0.1
2017-06-14,-1.41,-11.0,-0.1,-0.0,-0.16,-0.82,5.0,0.0,0.2,0.3,-0.2
2017-06-15,1.3,8.0,0.2,0.2,-1.56,-3.81,11.0,-0.2,-0.4,-0.1,-0.6
2017-06-16,-3.62,-30.0,-0.4,-0.4,0.76,-0.47,4.0,0.1,-0.0,0.3,-0.2
2017-06-19,-2.63,-3.0,-0.0,0.3,-1.75,-3.54,-14.0,0.3,0.8,1.0,0.3
2017-06-20,0.28,17.0,0.8,1.0,-0.45,-2.93,8.0,0.1,-0.0,0.1,-0.1
2017-06-21,2.42,-4.0,-0.0,-0.0,-0.21,-0.79,4.0,-0.3,-0.2,-0.1,-0.6
2017-06-22,2.68,-12.0,-0.2,0.0,-0.36,-3.6,0.0,0.3,-0.2,0.6,-0.4
2017-06-23,3.12,-13.0,-0.2,0.1,-2.99,-1.39,-19.0,0.1,-0.4,0.1,-0.6
2017-06-27,8.22,-20.0,-0.4,-0.8,-4.37,-3.7,13.0,0.3,-0.8,0.3,-1.1
2017-06-28,-4.14,-20.0,-0.8,-1.3,-31.88,-9.79,-14.0,-0.1,-0.2,0.1,-0.4
2017-06-29,-5.07,3.0,-0.2,0.0,-21.32,-28.89,3.0,0.3,0.2,1.0,0.2
2017-06-30,3.07,13.0,0.2,-0.0,31.93,54.9,11.0,-0.3,-0.0,0.1,-0.7
2017-07-03,-4.54,-5.0,-0.0,-0.1,0.65,6.19,-20.0,0.3,1.1,1.2,0.2
2017-07-04,0.67,32.0,1.1,0.5,0.99,-3.04,11.0,0.0,0.0,0.2,-0.3
2017-07-05,-1.09,-5.0,0.0,-0.2,2.05,3.04,4.0,0.1,0.2,0.3,-0.1
2017-07-06,-1.52,21.0,0.2,0.6,0.84,1.93,-3.0,0.1,0.3,0.6,-0.0
2017-07-07,-1.05,-1.0,0.3,0.3,-0.26,4.99,-9.0,-0.2,-0.1,0.1,-0.3
2017-07-10,0.41,-10.0,-0.1,-0.1,0.29,0.9,3.0,0.3,1.1,1.3,0.2
2017-07-11,-0.21,42.0,1.1,0.9,-1.28,3.16,4.0,0.3,0.1,0.5,0.0
2017-07-12,1.49,-2.0,0.1,-0.2,1.74,-3.11,-5.0,0.2,0.4,0.4,-0.0
2017-07-13,1.76,29.0,0.4,0.4,2.05,-0.12,5.0,0.5,0.7,0.7,0.4
2017-07-14,-0.67,18.0,0.7,0.7,4.06,-0.82,-10.0,0.2,0.1,0.2,-0.3
2017-07-17,2.55,1.0,0.1,0.4,-1.26,0.46,17.0,0.3,0.3,0.4,0.1
2017-07-18,0.28,29.0,0.3,0.2,-2.73,0.31,4.0,-0.6,-0.9,-0.3,-1.0
2017-07-19,-2.05,2.0,-0.9,0.1,-9.18,4.01,2.0,0.3,0.7,0.8,0.2
2017-07-20,0.53,32.0,0.7,0.6,-2.55,1.11,1.0,0.1,-0.3,0.1,-0.5
2017-07-21,-2.03,-28.0,-0.3,0.1,-1.32,0.22,-5.0,0.1,0.2,0.3,-0.6
2017-07-24,2.05,8.0,0.2,0.1,-1.06,-7.94,-20.0,0.1,0.5,0.6,0.0
2017-07-25,-3.54,-6.0,0.5,0.5,-7.29,-4.24,-6.0,0.3,0.2,0.4,-0.0
2017-07-26,2.36,3.0,0.2,0.6,-12.91,-5.93,20.0,0.0,0.5,0.6,-0.1
2017-07-27,0.43,12.0,0.5,0.7,-15.12,-7.33,-7.0,0.6,0.4,1.3,0.3
2017-07-28,-0.71,-1.0,0.4,1.2,43.14,52.9,41.0,-0.5,-0.2,-0.1,-0.7
2017-07-31,6.85,-5.0,-0.2,-0.2,17.85,-5.22,-15.0,-0.0,0.6,0.7,-0.0
2017-08-01,0.06,19.0,0.6,0.8,3.2,6.12,-2.0,0.1,0.4,0.5,0.0
2017-08-02,0.29,22.0,0.4,0.2,0.95,-1.37,-2.0,0.1,-0.4,0.1,-0.6
2017-08-03,-2.51,-29.0,-0.4,-0.2,4.19,3.04,-5.0,-0.2,-0.6,-0.1,-0.8
2017-08-04,-2.17,-4.0,-0.6,-1.3,3.28,-9.45,10.0,-0.1,0.7,0.8,-0.2
2017-08-07,4.43,36.0,0.7,0.6,-1.37,-4.96,13.0,-0.1,-0.2,0.1,-0.3
2017-08-08,7.36,-8.0,-0.2,0.2,1.13,2.08,-8.0,-0.1,-0.9,0.1,-1.3
2017-08-09,5.34,-29.0,-0.9,-1.2,5.87,10.07,-13.0,-0.2,-0.7,-0.1,-0.9
2017-08-10,2.6,-28.0,-0.7,-0.9,1.26,-5.34,-2.0,-0.3,-0.7,-0.1,-1.2
2017-08-11,10.09,-28.0,-0.7,-0.7,-3.16,-10.06,16.0,-0.8,-1.2,-0.6,-1.5
2017-08-14,-5.35,-25.0,-1.2,-0.9,3.45,-4.06,-4.0,0.4,0.8,1.0,0.4
2017-08-16,-1.01,23.0,0.8,0.5,-2.06,-2.07,-9.0,0.1,0.9,1.0,-0.4
2017-08-17,0.72,20.0,0.9,1.1,3.33,1.06,-14.0,0.2,0.0,0.4,-0.2
2017-08-18,1.6,-15.0,0.0,-0.9,5.93,-5.01,-3.0,-0.4,-0.6,-0.4,-1.2
2017-08-21,1.68,1.0,-0.6,-0.7,0.21,5.16,12.0,0.2,-0.9,0.3,-1.0
2017-08-22,-4.79,-33.0,-0.9,-0.5,2.12,8.1,-2.0,0.4,0.2,0.7,0.0
2017-08-23,-6.54,0.0,0.2,0.3,-1.85,-1.54,5.0,0.3,0.8,0.9,0.1
2017-08-24,-4.63,26.0,0.8,1.2,-3.28,-14.17,-10.0,0.1,0.1,0.3,-0.1
2017-08-28,0.54,-2.0,0.1,0.0,-0.8,-13.88,6.0,0.3,0.4,0.7,0.1
2017-08-29,7.14,16.0,0.4,0.2,-5.58,-9.23,-12.0,-0.4,-1.2,-0.4,-1.4
2017-08-30,-4.84,-44.0,-1.2,-1.1,-12.56,3.08,-1.0,0.5,0.9,1.2,0.5
2017-08-31,-7.26,33.0,0.9,0.8,-15.06,-13.03,-4.0,0.1,0.5,0.6,-0.0
2017-09-01,-2.32,24.0,0.5,0.2,64.44,48.38,20.0,0.1,0.7,0.8,0.0
2017-09-04,12.76,23.0,0.7,0.5,6.57,14.08,14.0,0.0,-0.8,0.0,-1.2
2017-09-05,-2.11,-32.0,-0.8,-0.8,3.23,0.33,-18.0,0.2,0.4,0.5,-0.1
2017-09-06,1.8,25.0,0.4,0.4,4.04,-0.3,4.0,-0.5,-0.4,-0.2,-0.6
2017-09-07,-0.86,-6.0,-0.4,-0.3,4.74,-4.74,0.0,0.2,0.2,0.5,0.1
2017-09-08,-0.35,21.0,0.2,0.2,0.71,5.85,6.0,0.2,-0.0,0.2,-0.3
2017-09-11,-4.65,-17.0,-0.0,0.1,1.44,0.15,-10.0,0.5,0.8,1.0,0.4
2017-09-12,-4.87,19.0,0.8,1.2,1.72,24.16,5.0,0.3,0.8,0.9,0.1
2017-09-13,-0.02,32.0,0.8,0.5,0.85,7.33,-5.0,-0.0,-0.2,0.4,-0.3
2017-09-14,-2.42,-18.0,-0.2,0.2,2.93,-5.1,-3.0,-0.0,0.2,0.5,-0.0
2017-09-15,1.81,-1.0,0.2,0.4,1.56,1.17,16.0,-0.3,-0.1,0.2,-0.5
2017-09-18,-2.01,-9.0,-0.1,-0.3,0.5,-0.58,-12.0,0.4,0.7,0.9,0.4
2017-09-19,0.2,32.0,0.7,0.8,-2.31,3.5,6.0,0.0,-0.1,0.0,-0.3
2017-09-20,1.46,-4.0,-0.1,0.0,0.22,-3.22,-1.0,0.0,-0.0,0.1,-0.1
2017-09-21,0.0,-12.0,-0.0,-0.1,1.85,-4.3,5.0,-0.2,-0.3,0.1,-0.9
2017-09-22,10.12,-22.0,-0.3,-0.7,-1.12,-1.97,-9.0,-0.5,-1.5,-0.4,-1.6
2017-09-25,4.14,-44.0,-1.5,-1.7,-0.88,-12.37,2.0,-0.2,-1.0,-0.1,-1.4
2017-09-26,-3.09,-29.0,-1.0,-0.9,-4.51,-8.65,-13.0,-0.2,-0.1,0.3,-0.5
2017-09-27,7.23,-7.0,-0.1,0.0,-9.78,0.73,-11.0,0.3,-1.3,0.3,-1.5
2017-09-28,-4.98,-38.0,-1.3,-1.6,-19.33,-17.96,9.0,0.3,0.5,0.8,-0.1
2017-09-29,-5.22,10.0,0.5,0.8,72.61,108.36,14.0,0.2,0.1,1.0,0.0
2017-10-03,-0.2,11.0,0.1,0.1,4.13,5.66,-6.0,1.0,0.7,1.0,0.4
2017-10-04,-5.3,31.0,0.7,0.2,3.58,1.75,-3.0,-0.0,0.6,0.9,-0.1
2017-10-05,-0.76,11.0,0.6,0.1,5.57,-0.62,7.0,0.0,-0.2,0.3,-0.3
2017-10-06,-5.06,-12.0,-0.2,-0.2,4.19,-2.19,4.0,0.2,1.0,1.1,0.2
2017-10-09,2.47,34.0,1.0,0.5,-0.04,-6.53,4.0,-0.1,0.1,0.3,-0.2
2017-10-10,-2.46,9.0,0.1,0.3,1.26,1.82,4.0,0.1,0.2,0.3,-0.0
2017-10-11,5.56,10.0,0.2,0.3,2.44,1.44,-9.0,0.2,-0.4,0.5,-0.7
2017-10-12,-5.86,-20.0,-0.4,-1.1,4.28,14.65,-11.0,0.3,1.2,1.2,0.0
2017-10-13,1.99,32.0,1.2,1.1,4.32,-9.59,7.0,0.2,0.8,1.1,0.1
2017-10-16,0.42,20.0,0.8,1.4,1.14,0.57,10.0,0.3,0.6,0.7,0.0
2017-10-17,2.65,18.0,0.6,0.0,0.35,-6.13,0.0,-0.1,-0.0,0.2,-0.3
2017-10-18,-0.6,-10.0,-0.0,-0.4,0.17,-1.95,-6.0,-0.2,-0.2,-0.0,-0.6
2017-10-19,7.41,-14.0,-0.2,-1.2,-1.23,-7.52,7.0,-0.3,-0.9,-0.3,-1.3
2017-10-23,-0.56,-47.0,-0.9,-1.6,-1.29,2.83,-26.0,0.3,0.4,0.8,-0.3
2017-10-24,-5.96,9.0,0.4,0.6,-6.62,-14.49,5.0,0.1,0.3,0.5,-0.0
2017-10-25,1.47,7.0,0.3,0.5,-14.01,-2.27,6.0,1.1,0.7,1.3,0.3
2017-10-26,-1.21,5.0,0.7,3.1,-16.72,-18.05,-16.0,0.2,0.7,0.8,0.1
2017-10-27,-1.23,20.0,0.7,0.4,70.17,42.32,21.0,0.1,-0.0,0.3,-0.1
2017-10-30,5.56,9.0,-0.0,-0.4,2.68,-0.68,17.0,0.2,0.3,0.5,0.1
2017-10-31,2.7,10.0,0.3,0.3,2.29,3.45,-9.0,-0.1,-0.2,0.0,-0.4
2017-11-01,-2.43,-10.0,-0.2,-0.0,1.11,-2.13,8.0,0.3,1.0,1.2,0.3
2017-11-02,-1.09,11.0,1.0,1.9,2.45,20.86,3.0,-0.2,-0.2,-0.0,-0.4
2017-11-03,-0.79,-9.0,-0.2,-0.2,4.38,-2.48,-5.0,0.1,0.3,0.4,-0.3
2017-11-06,9.34,-6.0,0.3,0.8,2.23,6.61,3.0,-0.3,0.0,0.4,-0.4
2017-11-07,1.65,-2.0,0.0,-0.2,0.64,6.58,3.0,0.1,-0.8,0.2,-1.0
2017-11-08,2.81,-26.0,-0.8,-0.9,-5.36,-1.45,22.0,0.0,-0.5,0.1,-0.7
2017-11-09,-2.52,-10.0,-0.5,-0.4,-0.26,1.09,-8.0,0.3,0.1,0.4,-0.5
2017-11-10,1.56,-1.0,0.1,0.5,0.25,0.32,1.0,-0.2,-0.3,0.2,-0.8
2017-11-13,4.23,-5.0,-0.3,0.3,4.11,3.8,-39.0,0.1,-0.6,0.2,-0.7
2017-11-14,0.85,-21.0,-0.6,-0.1,1.15,0.25,31.0,-0.1,-0.3,0.1,-0.4
2017-11-15,0.71,-9.0,-0.3,-0.2,-4.63,-2.09,3.0,-0.3,-0.8,-0.3,-1.1
2017-11-16,-5.63,-32.0,-0.8,-0.3,-2.45,-1.49,-10.0,0.2,1.0,1.1,0.1
2017-11-17,1.86,30.0,1.0,0.8,-3.8,-2.15,-1.0,0.9,0.6,1.2,0.4
2017-11-20,-2.04,16.0,0.6,1.2,-1.01,6.15,-10.0,-0.1,0.1,0.3,-0.3
2017-11-21,2.1,5.0,0.1,0.1,0.29,1.03,-4.0,0.3,0.3,0.7,0.2
2017-11-22,2.35,13.0,0.3,-0.1,-4.14,-0.26,3.0,0.3,0.1,0.3,-0.3
2017-11-23,-1.23,-7.0,0.1,-0.1,-1.95,-2.36,-9.0,0.1,0.1,0.3,-0.5
2017-11-24,-2.54,10.0,0.1,-0.1,-2.53,1.68,2.0,-0.0,0.4,0.6,-0.0
2017-11-24,-2.54,10.0,0.1,0.2,-6.08,2.87,2.0,-0.4,0.0,0.1,-0.4
2017-11-24,-2.54,10.0,0.4,-0.1,-6.08,35.63,2.0,0.0,0.3,0.5,-0.0
2017-11-24,-2.54,10.0,0.4,0.2,35.6,2.87,-5.0,-0.3,0.0,0.1,-0.4
2017-11-27,-3.57,7.0,0.3,0.3,35.6,35.63,-5.0,-0.6,-0.3,-0.2,-0.9
2017-11-27,-3.57,7.0,0.3,0.1,-11.38,-7.0,-36.0,-0.4,0.0,0.1,-0.6
2017-11-27,-3.57,7.0,-0.3,0.3,-11.38,47.92,-36.0,0.0,0.4,0.4,-0.2
2017-11-27,-3.57,7.0,-0.3,0.1,50.0,-7.0,27.0,-0.4,0.0,0.1,-0.6
2017-11-28,0.9,-15.0,0.4,0.3,50.0,47.92,27.0,-0.6,-0.8,-0.3,-0.9
2017-11-28,0.9,-15.0,0.4,-0.3,-9.03,51.04,-48.0,0.1,0.0,0.5,-0.2
2017-11-28,0.9,-15.0,-0.8,0.3,-9.03,-11.44,-48.0,0.5,0.4,0.8,0.2
2017-11-28,0.9,-15.0,-0.8,-0.3,22.55,51.04,68.0,0.1,0.0,0.4,-0.2
2017-11-29,-0.67,4.0,0.4,-0.3,22.55,-11.44,68.0,0.1,-0.2,0.3,-0.4
2017-11-29,-0.67,4.0,0.4,-0.2,17.86,-14.92,-10.0,0.3,0.0,0.5,-0.2
2017-11-29,-0.67,4.0,-0.2,-0.3,17.86,35.0,-10.0,-0.0,-0.4,0.1,-0.6
2017-11-29,-0.67,4.0,-0.2,-0.2,-12.26,-14.92,-29.0,0.4,0.0,0.5,-0.2
2017-11-30,3.75,9.0,-0.4,0.2,-12.26,35.0,-29.0,-0.0,-0.8,0.0,-0.9
2017-12-01,9.19,-35.0,-0.8,-1.6,48.81,82.49,52.0,0.1,-1.2,0.3,-1.4
2017-12-04,0.41,-45.0,-1.2,-0.7,2.55,8.4,-19.0,0.1,0.0,0.4,-0.3
2017-12-05,1.03,-2.0,0.0,-0.3,3.62,12.31,-1.0,-0.3,-0.1,0.2,-0.7
2017-12-06,0.53,-13.0,-0.1,0.2,5.95,3.34,-3.0,-0.3,-0.8,-0.2,-0.9
2017-12-07,-5.4,-33.0,-0.8,-1.2,4.97,16.21,-4.0,0.1,1.3,1.5,0.1
2017-12-08,-4.2,42.0,1.3,1.0,-0.56,1.54,12.0,0.2,0.9,0.9,0.1
2017-12-11,3.47,28.0,0.9,0.8,2.58,-12.1,-11.0,0.3,0.5,0.6,0.1
