Date,vixChange,netChange,prevChangeNF,prevChangeBNF,NFOIChange,BNFOIChange,basisChange,opengap1,closegap1,highgap1,lowgap1
2015-12-30,0.81,13.0,0.3,0.5,-15.95,-16.39,25.0,0.1,-0.4,0.1,-0.5
2016-01-01,2.81,21.0,0.6,0.4,-19.97,-16.79,3.0,0.5,1.0,1.2,0.3
2016-01-04,18.06,7.0,0.4,0.7,2.43,3.45,-47.0,-0.6,-2.2,-0.4,-2.4
2016-01-05,-0.79,-37.0,-2.2,-2.7,4.14,18.92,0.0,0.3,-0.1,0.4,-0.4
2016-01-06,-0.9,1.0,-0.1,-0.3,2.35,8.26,-1.0,-0.2,-0.7,0.3,-0.9
2016-01-07,14.54,-16.0,-0.7,-0.8,0.48,4.76,-11.0,-0.9,-2.2,-0.8,-2.3
2016-01-08,-6.13,-49.0,-2.2,-2.2,3.65,2.27,6.0,0.4,0.3,0.8,0.1
2016-01-11,5.01,19.0,0.3,0.3,0.17,-0.44,-13.0,-0.8,-0.3,0.2,-1.3
2016-01-12,0.12,-13.0,-0.3,-0.7,1.62,3.89,21.0,0.2,-0.7,0.2,-1.1
2016-01-13,-1.92,-23.0,-0.7,-1.6,-0.78,15.67,6.0,0.5,0.5,0.9,-1.4
2016-01-14,1.38,6.0,0.5,0.6,1.9,-5.51,-16.0,-1.3,-0.4,0.6,-1.6
2016-01-15,4.35,-25.0,-0.4,-1.8,0.71,2.73,-11.0,0.1,-1.3,0.3,-1.4
2016-01-18,4.17,-31.0,-1.3,-2.5,1.19,5.81,6.0,0.1,-1.0,0.3,-1.2
2016-01-19,-8.88,-22.0,-1.0,-1.0,-6.09,-0.86,18.0,0.3,0.9,1.4,0.1
2016-01-20,13.75,17.0,0.9,1.5,-2.04,-2.77,-25.0,-1.1,-1.8,-1.0,-2.7
2016-01-21,-0.73,-39.0,-1.8,-2.4,-0.07,2.22,-7.0,0.8,-0.2,1.3,-0.7
2016-01-22,-9.57,1.0,-0.2,1.3,-6.02,-3.93,22.0,0.8,1.9,2.0,0.6
2016-01-25,-2.95,39.0,1.9,2.6,-5.44,-11.02,-8.0,0.5,0.1,0.7,-0.3
2016-01-27,4.34,-7.0,0.1,0.1,-17.76,-12.98,-12.0,-0.0,-0.0,0.5,-0.3
2016-01-28,-6.07,-1.0,-0.0,0.0,-19.66,-32.97,-5.0,0.0,0.2,0.6,-0.0
2016-01-29,-3.69,-10.0,0.2,-0.5,26.38,60.09,38.0,-0.5,1.6,1.8,-0.6
2016-02-01,3.77,34.0,1.6,0.6,2.91,0.89,-26.0,0.3,-0.0,0.5,-0.2
2016-02-02,0.81,1.0,-0.0,-1.1,3.56,11.33,6.0,0.0,-1.2,0.4,-1.6
2016-02-03,3.06,-39.0,-1.2,-1.6,-3.64,8.9,14.0,-0.9,-1.2,-0.6,-1.3
2016-02-04,-2.04,-33.0,-1.2,-1.5,0.67,-1.11,3.0,0.5,0.5,1.3,-0.1
2016-02-05,-0.51,12.0,0.5,0.2,-2.85,1.1,-4.0,0.1,1.3,1.4,0.0
2016-02-08,11.83,35.0,1.3,2.0,-2.22,0.78,15.0,-0.3,-1.7,0.2,-2.0
2016-02-09,7.26,-29.0,-1.7,-1.0,4.39,-0.24,-32.0,-1.2,-0.9,-0.5,-1.3
2016-02-10,3.39,-25.0,-0.9,-1.0,-3.84,-2.21,29.0,-0.8,-1.1,-0.4,-1.8
2016-02-11,15.58,-18.0,-1.1,-1.9,0.56,9.35,6.0,-0.6,-3.5,-0.4,-3.8
2016-02-12,-4.98,-45.0,-3.5,-4.3,5.85,2.15,-18.0,0.5,-0.0,0.7,-1.7
2016-02-15,-9.31,-2.0,-0.0,-0.3,5.43,-5.47,-12.0,1.1,2.5,2.9,1.0
2016-02-16,2.97,40.0,2.5,3.2,-1.93,-12.48,-15.0,0.6,-1.5,0.7,-1.7
2016-02-17,-5.24,-37.0,-1.5,-2.0,3.73,0.0,10.0,0.1,0.9,1.1,-1.2
2016-02-18,-1.59,27.0,0.9,0.2,-0.4,-2.21,10.0,0.9,1.0,1.5,0.1
2016-02-19,-2.65,21.0,1.0,0.9,2.48,6.64,-19.0,-0.2,0.3,0.6,-0.6
2016-02-22,0.5,8.0,0.3,0.5,-4.98,-8.24,3.0,0.1,0.4,0.6,-0.0
2016-02-23,13.4,9.0,0.4,0.3,-9.45,-5.55,7.0,-0.0,-1.8,-0.0,-2.0
2016-02-24,-3.7,-39.0,-1.8,-2.7,-22.99,-0.95,-4.0,0.3,-1.3,0.3,-1.5
2016-02-25,-0.91,-24.0,-1.3,-1.6,-20.8,-17.47,-5.0,0.4,-0.3,0.6,-0.5
2016-02-26,-3.87,-10.0,-0.3,-1.1,31.69,27.92,44.0,0.9,0.8,1.2,0.1
2016-02-29,-7.81,19.0,0.8,1.6,-0.87,-8.15,-8.0,-0.0,-0.7,1.0,-3.1
2016-03-01,-7.37,-7.0,-0.7,1.0,-2.43,2.52,-5.0,0.6,3.1,3.3,0.5
2016-03-02,1.7,43.0,3.1,3.3,2.92,2.49,-22.0,1.4,1.8,1.9,1.0
2016-03-03,-5.0,26.0,1.8,4.5,7.36,-9.21,-19.0,0.5,1.2,1.4,0.0
2016-03-04,-0.87,31.0,1.2,0.3,6.9,-2.89,-25.0,0.3,0.1,0.4,-0.6
2016-03-08,3.26,6.0,0.1,1.2,4.22,-1.45,2.0,0.2,-0.1,0.5,-0.6
2016-03-09,-5.2,1.0,-0.1,-1.1,3.49,-2.1,-11.0,-0.3,1.1,1.2,-0.6
2016-03-10,2.23,21.0,1.1,1.2,-1.79,1.38,48.0,0.6,-0.7,0.6,-1.3
2016-03-11,-4.46,-23.0,-0.7,-0.7,-3.55,-3.04,-7.0,0.0,0.4,0.8,-0.5
2016-03-14,0.03,5.0,0.4,0.1,1.02,-1.99,6.0,0.5,0.5,1.1,0.2
2016-03-15,2.89,23.0,0.5,0.6,-1.13,1.28,8.0,-0.0,-0.8,0.1,-1.0
2016-03-16,-2.74,-19.0,-0.8,0.4,-0.74,-2.75,22.0,-0.0,0.6,0.7,-0.7
2016-03-17,-1.61,5.0,0.6,0.9,0.57,3.27,5.0,0.8,-0.2,1.0,-0.5
2016-03-18,-2.72,1.0,-0.2,-0.7,-1.05,-0.9,-38.0,0.3,1.2,1.4,0.2
2016-03-21,-0.31,31.0,1.2,1.5,3.59,15.49,1.0,0.2,1.4,1.6,0.1
2016-03-22,0.6,38.0,1.4,1.7,-3.38,9.01,11.0,-0.1,0.2,0.3,-0.7
2016-03-23,-0.52,4.0,0.2,0.2,-1.92,4.58,3.0,-0.4,0.1,0.3,-0.6
2016-03-28,6.97,-4.0,0.1,-0.2,3.03,-2.26,11.0,-0.3,-1.3,-0.1,-1.6
2016-03-29,0.87,-34.0,-1.3,-1.7,-13.74,-16.29,5.0,-0.1,-0.2,0.5,-0.5
2016-03-30,-4.71,-3.0,-0.2,0.3,-14.37,-23.42,-1.0,0.7,1.6,1.7,0.4
2016-03-31,-1.34,36.0,1.6,2.8,-9.9,-22.05,-23.0,0.4,0.6,1.0,0.2
2016-04-01,4.19,15.0,0.6,0.6,32.97,27.64,52.0,-0.4,-0.5,-0.2,-1.0
2016-04-04,1.0,-15.0,-0.5,0.0,-1.89,4.83,-13.0,0.4,0.5,0.8,-0.2
2016-04-05,2.18,15.0,0.5,0.0,1.4,-5.2,-5.0,-0.7,-2.1,-0.4,-2.3
2016-04-06,-2.72,-41.0,-2.1,-3.2,-4.94,8.16,-14.0,0.3,0.1,0.4,-0.3
2016-04-07,-2.36,21.0,0.1,-0.2,-3.93,-0.35,0.0,-0.1,-0.9,0.0,-1.0
2016-04-08,-2.97,-27.0,-0.9,-0.7,-8.23,-3.44,-2.0,-0.3,0.2,0.4,-0.3
2016-04-11,-2.56,8.0,0.2,0.4,-0.27,4.46,5.0,0.0,1.6,1.8,-0.6
2016-04-12,0.08,43.0,1.6,1.6,-2.01,-2.49,10.0,-0.1,0.4,0.5,-0.2
2016-04-13,0.06,24.0,0.4,0.3,-3.3,-5.29,-9.0,0.8,1.7,2.1,0.8
2016-04-18,5.69,39.0,1.7,2.5,9.05,4.69,-9.0,0.5,0.7,0.8,-0.2
2016-04-20,0.75,18.0,0.7,-0.6,-2.19,-2.81,-15.0,0.3,0.1,0.5,-0.4
2016-04-21,-3.29,9.0,0.1,0.9,3.26,8.8,12.0,0.5,-0.2,0.7,-0.6
2016-04-22,-0.8,-11.0,-0.2,1.6,-2.48,4.69,-17.0,-0.2,-0.0,0.4,-0.4
2016-04-25,1.18,8.0,-0.0,0.5,-1.79,-0.16,13.0,-0.1,-0.6,-0.0,-1.0
2016-04-26,0.05,-13.0,-0.6,-0.2,-10.71,-5.32,-2.0,-0.4,1.5,1.6,-0.4
2016-04-27,-1.37,36.0,1.5,2.0,-15.86,-16.21,8.0,-0.3,0.1,0.2,-0.4
2016-04-28,1.5,9.0,0.1,-0.8,-17.61,-22.22,-8.0,0.4,-1.2,0.6,-1.3
2016-04-29,-0.36,-32.0,-1.2,-0.7,27.01,61.34,48.0,-0.1,-0.0,0.7,-0.8
2016-05-02,3.36,10.0,-0.0,0.6,2.61,7.38,-4.0,-0.5,-0.7,-0.3,-1.1
2016-05-03,2.16,-14.0,-0.7,-1.6,-4.11,0.22,-13.0,0.1,-0.7,1.4,-0.9
2016-05-04,-0.1,-25.0,-0.7,-0.9,-0.09,6.26,4.0,-0.4,-0.7,0.1,-0.8
2016-05-05,-1.58,-21.0,-0.7,-0.6,-3.05,-7.61,-14.0,0.1,0.5,1.1,0.0
2016-05-06,-1.3,5.0,0.5,0.1,-4.89,-4.84,15.0,-0.5,-0.2,-0.0,-0.9
2016-05-09,-1.98,-8.0,-0.2,-0.0,-3.53,0.97,-14.0,0.4,1.9,2.0,0.2
2016-05-10,-1.19,31.0,1.9,2.4,3.46,-0.11,14.0,-0.1,0.2,0.4,-0.5
2016-05-11,3.34,1.0,0.2,0.5,1.45,0.1,-8.0,-1.4,-0.7,-0.1,-1.5
2016-05-12,-3.74,-17.0,-0.7,-0.4,-9.54,-1.31,-19.0,0.3,0.8,0.9,-0.1
2016-05-13,4.1,26.0,0.8,1.2,1.94,7.16,13.0,-0.5,-1.2,-0.5,-1.8
2016-05-16,0.21,-30.0,-1.2,-1.5,-4.44,-3.48,-15.0,0.1,0.7,0.9,-0.6
2016-05-17,-3.87,17.0,0.7,0.3,-0.54,-2.7,14.0,0.4,0.3,0.9,0.1
2016-05-18,0.5,3.0,0.3,0.1,2.5,2.68,-13.0,-0.6,-0.4,0.2,-1.2
2016-05-19,3.69,-17.0,-0.4,-0.3,-3.09,1.67,-9.0,-0.2,-1.2,-0.1,-1.3
2016-05-20,-3.74,-25.0,-1.2,-1.2,2.53,-0.65,-10.0,0.1,-0.3,0.6,-0.4
2016-05-23,-1.61,0.0,-0.3,-0.3,-5.29,-4.37,16.0,0.2,-0.2,0.7,-0.3
2016-05-24,0.37,-20.0,-0.2,-0.5,-6.44,-5.05,0.0,-0.1,0.2,0.3,-0.3
2016-05-25,-4.32,-2.0,0.2,0.4,-6.52,-10.6,-5.0,0.6,2.4,2.5,0.6
2016-05-26,-1.26,43.0,2.4,3.2,-15.81,-20.27,-3.0,0.5,1.6,1.8,0.3
2016-05-27,-0.42,39.0,1.6,1.6,30.9,63.43,-10.0,0.3,1.3,1.4,0.2
2016-05-30,4.69,25.0,1.3,1.1,7.45,5.97,19.0,0.5,0.3,0.6,-0.0
2016-05-31,0.44,0.0,0.3,0.1,3.62,-2.05,0.0,0.4,-0.0,0.4,-0.5
2016-06-01,-1.31,-5.0,-0.0,0.6,-0.3,0.06,19.0,0.1,0.0,0.4,-0.2
2016-06-02,-4.72,-1.0,0.0,-1.1,-0.6,-2.93,-20.0,-0.1,0.6,0.7,-0.4
2016-06-03,-0.61,31.0,0.6,0.9,0.09,6.55,12.0,0.2,-0.1,0.4,-0.2
2016-06-06,2.4,-8.0,-0.1,0.5,-1.52,-2.25,-8.0,0.1,-0.1,0.2,-0.4
2016-06-07,-3.16,-6.0,-0.1,0.1,-0.95,-3.56,13.0,0.4,0.6,1.1,0.0
2016-06-08,1.83,21.0,0.6,1.3,3.16,9.4,-15.0,0.1,0.0,0.2,-0.3
2016-06-09,3.5,1.0,0.0,0.0,-0.73,-0.27,-7.0,0.0,-0.7,0.1,-1.0
2016-06-10,1.9,-4.0,-0.7,-0.3,0.03,-0.95,18.0,-0.3,-0.5,0.8,-0.7
2016-06-13,3.84,-23.0,-0.5,-0.3,-0.1,-2.35,-6.0,-0.8,-0.7,-0.5,-1.3
2016-06-14,3.66,-8.0,-0.7,-1.3,-3.39,-9.02,0.0,-0.0,-0.1,0.1,-0.7
2016-06-15,-0.79,-9.0,-0.1,0.4,-7.92,-1.42,-11.0,-0.2,1.2,1.4,-0.2
2016-06-16,3.77,35.0,1.2,1.4,-2.82,4.65,4.0,-0.4,-0.8,-0.3,-1.7
2016-06-17,-1.96,-22.0,-0.8,-1.1,-8.15,-7.16,4.0,0.5,0.2,0.8,-0.1
2016-06-20,0.97,-5.0,0.2,0.1,0.01,-4.58,-17.0,-0.8,0.9,1.1,-0.8
2016-06-21,-1.47,23.0,0.9,0.2,2.44,22.78,11.0,-0.0,-0.3,0.0,-0.6
2016-06-22,5.36,-17.0,-0.3,-0.6,-3.34,-0.73,-10.0,0.0,-0.2,0.3,-0.9
2016-06-23,-0.91,-5.0,-0.2,-0.1,-7.89,1.23,-4.0,0.0,0.9,1.2,-0.2
2016-06-24,3.37,22.0,0.9,1.7,2.1,1.37,12.0,-1.9,-2.4,-1.9,-4.3
2016-06-27,-0.52,-32.0,-2.4,-2.8,-15.43,-3.32,-16.0,-0.5,0.2,0.5,-0.5
2016-06-28,-4.34,12.0,0.2,0.6,-9.81,-6.35,14.0,-0.2,0.4,0.7,-0.2
2016-06-29,-8.86,11.0,0.4,0.4,-11.25,-21.88,-2.0,0.3,0.8,1.0,0.2
2016-06-30,0.84,34.0,0.8,0.8,-23.79,-19.87,-9.0,0.9,1.4,1.6,0.8
2016-07-01,-3.39,45.0,1.4,1.7,60.29,59.28,39.0,-0.1,0.4,0.7,-0.1
2016-07-04,-1.02,8.0,0.4,0.3,1.79,-0.46,-8.0,0.4,0.4,0.7,0.2
2016-07-05,-1.38,16.0,0.4,0.5,1.73,5.86,-12.0,-0.1,-0.4,-0.1,-0.5
2016-07-07,-0.36,-20.0,-0.4,-0.4,-0.79,-3.4,2.0,-0.1,0.1,0.5,-0.3
2016-07-08,-1.47,-6.0,0.1,0.4,-1.38,0.16,2.0,-0.1,-0.3,-0.1,-0.8
2016-07-11,-1.56,-10.0,-0.3,-0.4,-2.15,0.96,-8.0,1.2,1.8,1.9,1.0
2016-07-12,-0.44,44.0,1.8,2.3,9.19,10.37,9.0,0.3,0.5,0.5,0.0
2016-07-13,3.67,15.0,0.5,1.2,6.58,6.82,-16.0,0.1,-0.1,0.2,-0.3
2016-07-14,1.86,-5.0,-0.1,-0.2,0.85,-0.17,-8.0,0.0,0.7,0.8,-0.1
2016-07-15,0.18,27.0,0.7,1.4,2.91,5.94,12.0,0.2,-0.3,0.3,-0.6
2016-07-18,2.24,12.0,-0.3,0.4,2.08,1.78,3.0,0.2,-0.4,0.6,-0.5
2016-07-19,-1.2,-14.0,-0.4,-0.1,-0.62,-0.61,-2.0,0.1,0.2,0.4,-0.4
2016-07-20,1.23,12.0,0.2,0.0,2.32,-2.31,0.0,0.1,0.5,0.6,0.0
2016-07-21,-1.74,14.0,0.5,0.4,2.71,-0.05,7.0,3.5,-0.8,3.5,-0.8
2016-07-22,-1.37,-17.0,-0.8,-1.6,-1.67,-9.03,-10.0,0.1,0.4,0.5,-0.2
2016-07-25,1.42,26.0,0.4,0.1,0.58,-8.39,4.0,-0.1,1.0,1.1,-0.3
2016-07-26,-0.62,33.0,1.0,1.5,-7.88,-7.89,-10.0,-0.4,-0.5,0.1,-0.7
2016-07-27,-1.23,-18.0,-0.5,-0.8,-4.71,-13.45,-2.0,0.1,0.3,0.9,-0.3
2016-07-28,-1.81,17.0,0.3,0.9,-13.51,-15.5,-4.0,0.4,1.0,1.1,0.4
2016-07-29,-1.52,12.0,1.0,0.7,23.2,42.93,42.0,0.1,-0.2,0.5,-0.4
2016-08-01,1.76,-5.0,-0.2,-0.6,1.48,1.14,15.0,0.2,-0.1,0.7,-0.7
2016-08-02,3.38,12.0,-0.1,-1.1,1.58,9.37,-3.0,-0.1,-0.2,0.6,-0.5
2016-08-03,3.47,-10.0,-0.2,-0.1,1.27,0.99,-10.0,-0.2,-0.9,-0.1,-1.1
2016-08-04,-6.76,-25.0,-0.9,-0.7,5.24,2.38,1.0,0.5,0.1,0.6,-0.4
2016-08-05,-5.2,2.0,0.1,0.1,-1.2,-9.73,7.0,0.4,1.3,1.4,0.4
2016-08-08,1.64,29.0,1.3,1.6,1.04,4.5,-22.0,0.5,0.4,0.6,0.2
2016-08-09,-0.34,18.0,0.4,0.0,2.95,-0.2,7.0,-0.0,-0.5,0.1,-0.9
2016-08-10,2.65,-20.0,-0.5,-0.0,-0.12,6.27,-8.0,0.2,-1.2,0.2,-1.3
2016-08-11,-4.76,-33.0,-1.2,-1.5,3.75,-3.08,-1.0,-0.0,0.2,0.4,-0.4
2016-08-12,-3.11,4.0,0.2,0.0,-0.22,-9.73,-3.0,0.0,0.8,1.0,0.0
2016-08-16,3.0,19.0,0.8,1.4,-3.43,6.56,-17.0,0.2,-0.2,0.3,-0.9
2016-08-17,4.21,-2.0,-0.2,0.3,0.83,4.38,13.0,-0.1,-0.3,0.3,-0.6
2016-08-18,-1.56,-5.0,-0.3,0.1,-1.03,7.46,-11.0,0.3,0.6,1.0,0.3
2016-08-19,-0.09,18.0,0.6,1.6,-2.99,8.46,5.0,0.1,-0.1,0.2,-0.4
2016-08-22,-2.08,-6.0,-0.1,0.3,-2.66,-1.02,-2.0,0.0,-0.5,0.2,-0.7
2016-08-23,-2.37,-21.0,-0.5,-0.4,-21.75,-12.79,-7.0,-0.1,0.1,0.3,-0.5
2016-08-24,-2.95,-3.0,0.1,0.2,-32.0,-5.43,6.0,-0.0,0.1,0.5,-0.3
2016-08-25,-1.5,-3.0,0.1,0.0,-24.75,-19.55,-6.0,0.9,-0.1,1.0,-0.2
2016-08-26,2.15,-13.0,-0.1,0.2,23.71,47.78,56.0,0.0,-0.2,0.2,-0.6
2016-08-29,-2.98,-3.0,-0.2,-0.5,3.48,3.43,0.0,-0.2,0.3,0.5,-0.5
2016-08-30,-1.1,6.0,0.3,-0.0,1.7,7.52,-12.0,0.3,1.7,1.8,0.2
2016-08-31,1.71,47.0,1.7,1.7,9.68,18.09,8.0,-0.0,0.5,0.8,-0.1
2016-09-01,0.74,6.0,0.5,1.1,8.45,8.11,0.0,-0.0,-0.3,0.2,-0.5
2016-09-02,-3.0,-5.0,-0.3,-0.1,1.82,2.82,-19.0,0.0,0.4,0.4,-0.2
2016-09-06,-1.47,20.0,0.4,0.7,-1.36,-0.08,-3.0,0.6,1.4,1.5,0.5
2016-09-07,3.1,33.0,1.4,2.6,2.2,1.85,-15.0,0.2,-0.1,0.3,-0.2
2016-09-08,-0.23,-12.0,-0.1,0.1,0.32,-1.79,18.0,0.0,0.3,0.5,-0.2
2016-09-09,0.88,15.0,0.3,0.0,1.01,-0.35,-4.0,-0.2,-0.9,-0.2,-1.0
2016-09-12,15.19,-26.0,-0.9,-0.8,-2.66,-5.58,8.0,-1.1,-1.8,-1.1,-2.0
2016-09-14,-3.13,-41.0,-1.8,-2.2,-1.88,-15.15,-11.0,-0.1,0.3,0.4,-0.3
2016-09-15,-0.58,16.0,0.3,0.6,-0.56,-0.99,17.0,-0.1,0.1,0.2,-0.5
2016-09-16,-0.66,-9.0,0.1,-0.4,-1.77,-1.71,-13.0,0.4,0.4,1.2,-0.0
2016-09-19,2.47,10.0,0.4,0.0,0.25,-2.26,-3.0,0.0,0.3,0.5,-0.1
2016-09-20,-1.07,13.0,0.3,0.2,0.9,-1.08,-5.0,-0.3,-0.3,-0.1,-0.5
2016-09-21,0.17,-6.0,-0.3,-0.3,-0.38,-2.07,9.0,0.1,-0.0,0.6,-0.3
2016-09-22,-9.9,0.0,-0.0,-0.1,0.41,0.87,-2.0,0.8,0.9,1.3,0.6
2016-09-23,-0.69,30.0,0.9,1.3,-0.6,-1.27,-15.0,0.0,-0.5,0.1,-0.6
2016-09-26,9.95,-11.0,-0.5,-1.1,-2.76,5.11,-5.0,-0.3,-1.2,-0.2,-1.3
2016-09-27,-2.16,-33.0,-1.2,-1.5,-20.26,-13.2,0.0,0.3,-0.2,0.5,-0.4
2016-09-28,-2.82,-9.0,-0.2,-0.4,-17.59,-7.72,-2.0,-0.1,0.5,0.8,-0.1
2016-09-29,33.24,25.0,0.5,0.7,-16.14,-32.01,3.0,1.0,-1.4,1.0,-1.8
2016-09-30,-6.88,-42.0,-1.4,-1.8,33.92,70.29,40.0,-0.4,0.0,0.4,-0.5
2016-10-03,-9.08,9.0,0.0,0.4,-4.17,3.84,-21.0,0.5,1.6,1.7,0.2
2016-10-04,-4.02,45.0,1.6,1.5,-3.67,-2.08,13.0,0.1,0.2,0.5,-0.2
2016-10-05,-0.45,14.0,0.2,0.5,0.92,1.26,-12.0,0.2,-0.3,0.4,-0.6
2016-10-06,-0.6,-10.0,-0.3,-0.8,0.45,1.38,1.0,0.2,-0.5,0.5,-0.7
2016-10-07,-2.36,-20.0,-0.5,-0.7,-0.93,5.01,-11.0,0.1,-0.1,0.2,-0.5
2016-10-10,-1.38,-11.0,-0.1,0.0,-3.04,0.31,4.0,0.3,0.2,0.6,0.1
2016-10-13,7.98,5.0,0.2,-0.1,-0.82,3.49,7.0,-0.7,-1.8,-0.7,-2.2
2016-10-14,-3.48,-42.0,-1.8,-2.3,-6.77,12.21,-28.0,0.1,0.3,0.4,-0.2
2016-10-17,5.16,6.0,0.3,0.4,-2.81,-2.05,17.0,0.0,-0.9,0.1,-1.1
2016-10-18,-7.14,-33.0,-0.9,0.0,-2.53,-8.54,-21.0,0.4,1.8,1.9,0.4
2016-10-19,0.52,38.0,1.8,2.3,-1.79,-8.89,-2.0,0.1,-0.2,0.2,-0.5
2016-10-20,-3.06,6.0,-0.2,-0.4,-2.45,-3.25,5.0,0.3,0.5,0.7,0.1
2016-10-21,-2.36,7.0,0.5,1.1,3.59,0.14,0.0,-0.1,-0.1,0.1,-0.6
2016-10-24,3.63,7.0,-0.1,0.3,-2.1,-2.83,1.0,0.2,0.2,0.5,-0.1
2016-10-25,1.05,-9.0,0.2,0.5,-8.94,-1.11,5.0,-0.1,-0.2,-0.1,-0.7
2016-10-26,-0.21,-8.0,-0.2,0.1,-15.48,-6.68,-3.0,-0.4,-1.0,-0.4,-1.3
2016-10-27,-2.54,-24.0,-1.0,-1.8,-11.79,-29.66,-8.0,-0.2,0.4,0.5,-0.3
2016-10-28,4.03,-8.0,0.4,0.5,46.1,48.35,44.0,-0.3,0.1,0.3,-0.6
2016-10-30,5.72,11.0,0.1,0.2,-1.29,-1.55,-12.0,0.0,-0.4,0.2,-0.5
2016-11-01,1.58,-22.0,-0.4,-0.4,0.14,2.24,-30.0,0.1,0.3,0.9,0.0
2016-11-02,6.75,7.0,0.3,-0.1,-2.19,10.51,26.0,-1.0,-1.3,-0.8,-1.4
2016-11-03,-1.98,-35.0,-1.3,-1.2,-0.89,11.06,4.0,-0.3,-0.3,0.3,-0.4
2016-11-04,2.32,-20.0,-0.3,-0.2,-1.0,-0.81,5.0,-0.3,-0.7,0.1,-1.1
2016-11-07,-2.02,-13.0,-0.7,-0.7,1.2,1.94,-10.0,0.7,0.7,1.2,0.5
2016-11-08,1.59,20.0,0.7,1.4,-6.77,-7.92,-2.0,0.3,0.5,0.8,-0.1
2016-11-09,-0.89,15.0,0.5,0.9,-0.36,-6.04,0.0,-5.4,-1.2,-0.9,-5.7
2016-11-10,-6.99,-26.0,-1.2,0.1,4.1,11.95,9.0,0.6,1.1,1.8,0.6
2016-11-11,12.34,23.0,1.1,3.5,2.06,3.39,-4.0,-1.4,-2.6,-0.9,-2.8
2016-11-15,16.01,-46.0,-2.6,-2.2,2.9,0.44,6.0,-0.6,-2.3,-0.5,-2.4
2016-11-16,-3.19,-25.0,-2.3,-2.3,11.52,14.66,0.0,0.8,-0.3,1.0,-0.5
2016-11-17,-4.06,-3.0,-0.3,-1.1,-3.27,7.6,-29.0,-0.5,-0.4,0.6,-1.0
2016-11-18,-4.84,-9.0,-0.4,-0.0,-0.53,-0.21,1.0,0.1,-0.2,0.6,-0.4
2016-11-21,7.26,-3.0,-0.2,-0.8,-7.11,5.4,-9.0,0.3,-1.7,0.4,-1.9
2016-11-22,-3.31,-33.0,-1.7,-2.8,-4.6,0.67,12.0,0.7,0.9,1.0,0.0
2016-11-23,-2.3,30.0,0.9,0.5,-8.37,-4.84,-7.0,0.5,0.2,0.6,-0.4
2016-11-24,-4.88,14.0,0.2,-0.2,-16.44,-16.12,-17.0,0.0,-0.1,0.4,-0.4
2016-11-25,2.64,-3.0,-0.1,-0.7,63.44,118.48,71.0,0.3,1.4,1.6,-0.1
2016-11-28,2.51,31.0,1.4,1.0,-5.78,-4.57,-45.0,-0.5,0.3,0.5,-0.6
2016-11-29,-1.92,18.0,0.3,-1.1,4.28,-0.18,14.0,0.1,0.3,0.9,-0.0
2016-11-30,-4.84,3.0,0.3,-0.4,2.3,7.85,8.0,0.2,1.1,1.2,-0.1
2016-12-01,-0.96,38.0,1.1,2.2,3.37,-11.07,7.0,-0.0,-0.6,0.1,-0.7
2016-12-02,7.46,-15.0,-0.6,-1.2,3.22,2.77,-21.0,-0.6,-1.3,-0.3,-1.5
2016-12-05,-3.6,-34.0,-1.3,-0.8,-2.29,3.69,4.0,-0.2,0.7,0.8,-0.4
2016-12-06,-1.06,24.0,0.7,0.8,-1.35,0.77,17.0,0.1,0.1,0.7,-0.1
2016-12-07,-1.52,5.0,0.1,0.0,-0.14,-0.4,-12.0,0.2,-0.6,0.6,-0.9
2016-12-08,-7.84,-20.0,-0.6,-1.2,2.15,9.9,-6.0,0.6,1.6,1.8,0.6
2016-12-09,-2.95,43.0,1.6,1.6,6.52,-13.36,-15.0,0.2,0.3,0.5,0.0
2016-12-12,7.47,-7.0,0.3,0.9,1.7,9.59,7.0,-0.3,-1.1,-0.3,-1.4
2016-12-13,-1.67,-37.0,-1.1,-1.6,-3.78,0.62,-3.0,0.1,0.5,0.7,-0.1
2016-12-14,4.21,10.0,0.5,0.4,2.77,-2.76,-8.0,0.0,-0.4,0.0,-0.7
2016-12-15,-5.65,-25.0,-0.4,-0.6,-2.24,1.62,12.0,-0.8,-0.3,0.8,-0.9
2016-12-16,-2.57,-10.0,-0.3,0.3,-6.01,-1.77,5.0,0.2,-0.3,0.2,-0.5
2016-12-19,-2.72,-16.0,-0.3,-0.5,-4.55,2.25,-15.0,-0.2,-0.3,0.0,-0.4
2016-12-20,-2.02,-12.0,-0.3,-0.2,-2.05,4.67,15.0,0.0,-0.3,0.1,-0.6
2016-12-21,1.15,-14.0,-0.3,-1.0,-1.13,13.65,-2.0,0.3,-0.2,0.3,-0.3
2016-12-22,5.76,0.0,-0.2,-0.0,-0.91,-4.74,2.0,-0.3,-1.0,-0.2,-1.3
2016-12-23,-2.73,-41.0,-1.0,-1.0,-9.64,1.64,-2.0,-0.3,-0.0,0.5,-0.5
2016-12-26,9.75,1.0,-0.0,-0.2,5.49,-9.84,-10.0,-0.3,-1.0,-0.3,-1.2
2016-12-27,-9.16,-40.0,-1.0,-1.3,5.93,-2.1,-8.0,0.1,1.5,1.7,-0.1
2016-12-28,3.05,45.0,1.5,1.2,-7.85,-19.81,-6.0,0.2,0.0,0.9,-0.1
